Intensity,Label - Bicycling,Label - Running,Label - Sitting,Label - Swimming,Milk,Name,Reset Label,Serving Size,Size,Size in ounce,Type,Type - Sitting,Whip,%DV - Added Sugars,%DV - Carbohydrate,%DV - Cholesterol,%DV - Dietary Fiber,%DV - Protein,%DV - Saturated Fat,%DV - Sodium,%DV - Total Fat,%DV - Trans Fat,Caffeine (mg),Calcium (%DV),Calories,Cholesterol (mg),Dietary Fiber (g),Iron (%DV),Number of Records,Protein (g),Saturated Fat (g),Sodium (mg),Sugar (g),Time to Burn - Bicycling,Time to Burn - Running,Time to Burn - Sitting,Time to Burn - Swimming,Total Carbohydrates (g),Total Fat (g),Trans Fat (g),Vitamin A (%DV),Vitamin C (%DV),Weight
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Coconut,Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.6,0.112727273,0,0,0.006,0.1,0.065217391,0.025641026,0,20,0,140,0,0,0,1,0.3,2,150,30,780,540,6480,780,31,2,0,0,0,112.7
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Coconut,Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.64,0.12,0.1,0,0.02,0.35,0.069565217,0.128205128,0.034482759,20,0.02,220,30,0,0,1,1,7,160,32,1260,900,10260,1260,33,10,0.2,0.1,0,108.6
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Nonfat,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.72,0.141818182,0,0.071428571,0.1,0.125,0.082608696,0.038461538,0,10,0.15,200,0,2,0.2,1,5,2.5,190,36,1140,840,9300,1140,39,3,0,0.06,0,170
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Nonfat,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.152727273,0.1,0.071428571,0.1,0.35,0.086956522,0.141025641,0.051724138,10,0.15,280,30,2,0.25,1,5,7,200,39,1620,1140,13020,1620,42,11,0.3,0.15,0,129.5111111
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,2%,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.7,0.138181818,0.033333333,0.071428571,0.1,0.175,0.082608696,0.064102564,0.017241379,10,0.15,210,10,2,0.2,1,5,3.5,190,35,1200,840,9780,1200,38,5,0.1,0.06,0,129.7777778
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,2%,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.76,0.152727273,0.133333333,0.071428571,0.1,0.45,0.086956522,0.166666667,0.051724138,10,0.15,300,40,2,0.25,1,5,9,200,38,1740,1260,13980,1740,42,13,0.3,0.15,0,130.0444444
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.7,0.138181818,0.033333333,0.071428571,0.08,0.2,0.082608696,0.076923077,0.017241379,10,0.1,220,10,2,0.2,1,4,4,190,35,1260,900,10260,1260,38,6,0.1,0.06,0,130.3111111
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Whole,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.76,0.152727273,0.133333333,0.071428571,0.1,0.45,0.086956522,0.179487179,0.068965517,10,0.15,310,40,2,0.25,1,5,9,200,38,1800,1260,14460,1800,42,14,0.4,0.15,0,130.5777778
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Soy,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.66,0.134545455,0,0.071428571,0.08,0.125,0.07826087,0.057692308,0,10,0.15,200,0,2,0.25,1,4,2.5,180,33,1140,840,9300,1140,37,4.5,0,0.04,0,130.8444444
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Soy,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.72,0.145454545,0.1,0.071428571,0.1,0.35,0.082608696,0.166666667,0.051724138,10,0.15,290,30,2,0.3,1,5,7,190,36,1680,1200,13500,1680,40,13,0.3,0.15,0,131.1111111
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Coconut,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.68,0.134545455,0,0.071428571,0.02,0.225,0.082608696,0.064102564,0,10,0.02,200,0,2,0.2,1,1,4.5,190,34,1140,840,9300,1140,37,5,0,0,0,131.3777778
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Coconut,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.74,0.149090909,0.1,0.071428571,0.04,0.45,0.082608696,0.166666667,0.051724138,10,0.02,280,30,2,0.2,1,2,9,190,37,1620,1140,13020,1620,41,13,0.3,0.1,0,131.6444444
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Nonfat,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.92,0.170909091,0,0.035714286,0.08,0.005,0.073913043,0.002564103,0,50,0.15,210,0,1,0.02,1,4,0.1,170,46,1200,840,9780,1200,47,0.2,0,0.06,0.1,131.9111111
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Nonfat,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.96,0.181818182,0.1,0.035714286,0.1,0.25,0.073913043,0.102564103,0.034482759,50,0.15,290,30,1,0.02,1,5,5,170,48,1680,1200,13500,1680,50,8,0.2,0.15,0.1,132.1777778
Moderate,22 Mins,16 Mins,2 Hrs : 58 Mins,22 Mins,2%,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.92,0.170909091,0.033333333,0.035714286,0.08,0.075,0.073913043,0.032051282,0.017241379,50,0.15,230,10,1,0.02,1,4,1.5,170,46,1320,960,10680,1320,47,2.5,0.1,0.06,0.1,132.4444444
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,2%,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.96,0.181818182,0.133333333,0.035714286,0.1,0.3,0.07826087,0.128205128,0.051724138,50,0.15,310,40,1,0.02,1,5,6,180,48,1800,1260,14460,1800,50,10,0.3,0.15,0.1,132.7111111
Moderate,23 Mins,16 Mins,3 Hrs : 6 Mins,23 Mins,Whole,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.92,0.170909091,0.033333333,0.035714286,0.08,0.1,0.073913043,0.044871795,0.017241379,50,0.1,240,10,1,0.02,1,4,2,170,46,1380,960,11160,1380,47,3.5,0.1,0.06,0.1,132.9777778
Moderate,31 Mins,22 Mins,4 Hrs : 8 Mins,31 Mins,Whole,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.96,0.181818182,0.133333333,0.035714286,0.1,0.35,0.07826087,0.153846154,0.051724138,50,0.15,320,40,1,0.02,1,5,7,180,48,1860,1320,14880,1860,50,12,0.3,0.15,0.1,133.2444444
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.88,0.167272727,0,0.035714286,0.08,0.01,0.069565217,0.025641026,0,50,0.15,220,0,1,0.08,1,4,0.2,160,44,1260,900,10260,1260,46,2,0,0.04,0.1,133.5111111
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,Soy,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.9,0.174545455,0.1,0.035714286,0.08,0.25,0.073913043,0.128205128,0.034482759,50,0.15,300,30,1,0.08,1,4,5,170,45,1740,1260,13980,1740,48,10,0.2,0.15,0.1,133.7777778
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Coconut,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.88,0.167272727,0,0.035714286,0.02,0.125,0.069565217,0.032051282,0,50,0.02,210,0,1,0.02,1,1,2.5,160,44,1200,840,9780,1200,46,2.5,0,0,0.1,134.0444444
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Coconut,Green Tea Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.94,0.174545455,0.1,0.035714286,0.02,0.35,0.073913043,0.128205128,0.034482759,50,0.02,290,30,1,0.02,1,1,7,170,47,1680,1200,13500,1680,48,10,0.2,0.1,0.1,134.3111111
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Nonfat,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.6,0.109090909,0,0,0.06,0,0.058695652,0.001282051,0,20,0.1,140,0,0,0,1,3,0,135,30,780,540,6480,780,30,0.1,0,0.06,0,170
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Nonfat,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.64,0.12,0.1,0,0.06,0.25,0.060869565,0.102564103,0.034482759,20,0.1,220,30,0,0,1,3,5,140,32,1260,900,10260,1260,33,8,0.2,0.15,0,139.7302682
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,2%,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.58,0.109090909,0.016666667,0,0.06,0.05,0.060869565,0.025641026,0.017241379,20,0.1,150,5,0,0,1,3,1,140,29,840,600,6960,840,30,2,0.1,0.04,0,140.2412261
Moderate,22 Mins,16 Mins,2 Hrs : 58 Mins,22 Mins,2%,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.64,0.12,0.116666667,0,0.06,0.3,0.065217391,0.128205128,0.051724138,20,0.1,230,35,0,0,1,3,6,150,32,1320,960,10680,1320,33,10,0.3,0.15,0,140.7521839
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Whole,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.58,0.109090909,0.033333333,0,0.06,0.075,0.058695652,0.038461538,0.017241379,20,0.1,160,10,0,0,1,3,1.5,135,29,900,660,7440,900,30,3,0.1,0.04,0,141.2631418
Moderate,23 Mins,16 Mins,3 Hrs : 6 Mins,23 Mins,Whole,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.64,0.12,0.133333333,0,0.06,0.35,0.060869565,0.141025641,0.051724138,20,0.1,240,40,0,0,1,3,7,140,32,1380,960,11160,1380,33,11,0.3,0.15,0,141.7740996
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Soy,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.54,0.105454545,0,0,0.04,0.01,0.056521739,0.019230769,0,20,0.1,140,0,0,0.04,1,2,0.2,130,27,780,540,6480,780,29,1.5,0,0.04,0,142.2850575
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.6,0.112727273,0.1,0,0.06,0.25,0.060869565,0.115384615,0.034482759,20,0.1,220,30,0,0.04,1,3,5,140,30,1260,900,10260,1260,31,9,0.2,0.15,0,142.7960153
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Coconut,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.56,0.105454545,0,0,0.004,0.1,0.058695652,0.025641026,0,20,0,140,0,0,0,1,0.2,2,135,28,780,540,6480,780,29,2,0,0,0,143.3069732
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Coconut,Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.6,0.112727273,0.1,0,0.02,0.35,0.060869565,0.128205128,0.034482759,20,0.02,220,30,0,0,1,1,7,140,30,1260,900,10260,1260,31,10,0.2,0.1,0,143.817931
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.74,0.138181818,0,0,0.06,0.005,0.060869565,0.001282051,0,0,0.1,170,0,0,0.02,1,3,0.1,140,37,960,720,7920,960,38,0.1,0,0.06,0.06,144.3288889
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Nonfat,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.149090909,0.1,0,0.08,0.25,0.065217391,0.102564103,0.034482759,0,0.15,250,30,0,0.02,1,4,5,150,39,1440,1020,11640,1440,41,8,0.2,0.15,0.06,144.8398467
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,2%,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.74,0.138181818,0.016666667,0,0.06,0.05,0.065217391,0.025641026,0.017241379,0,0.1,180,5,0,0.02,1,3,1,150,37,1020,720,8400,1020,38,2,0.1,0.06,0.06,145.3508046
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,2%,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.145454545,0.116666667,0,0.08,0.3,0.069565217,0.128205128,0.051724138,0,0.15,260,35,0,0.02,1,4,6,160,39,1500,1080,12120,1500,40,10,0.3,0.15,0.06,145.8617625
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,Whole,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.74,0.138181818,0.033333333,0,0.06,0.075,0.060869565,0.038461538,0.017241379,0,0.1,190,10,0,0.02,1,3,1.5,140,37,1080,780,8820,1080,38,3,0.1,0.04,0.06,146.3727203
Moderate,26 Mins,19 Mins,3 Hrs : 30 Mins,26 Mins,Whole,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.145454545,0.133333333,0,0.06,0.35,0.065217391,0.141025641,0.051724138,0,0.1,270,40,0,0.02,1,3,7,150,39,1560,1140,12600,1560,40,11,0.3,0.15,0.06,146.8836782
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Soy,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.7,0.134545455,0,0.035714286,0.06,0.01,0.060869565,0.019230769,0,0,0.1,170,0,1,0.06,1,3,0.2,140,35,960,720,7920,960,37,1.5,0,0.04,0.06,147.394636
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Soy,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.74,0.141818182,0.1,0.035714286,0.06,0.25,0.065217391,0.115384615,0.034482759,0,0.15,250,30,1,0.06,1,3,5,150,37,1440,1020,11640,1440,39,9,0.2,0.15,0.06,147.9055939
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Coconut,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.7,0.134545455,0,0,0.006,0.1,0.060869565,0.025641026,0,0,0.02,170,0,0,0.02,1,0.3,2,140,35,960,720,7920,960,37,2,0,0,0.06,148.4165517
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Coconut,Strawberries & Crème Frappuccino® Blended Beverage,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.76,0.141818182,0.1,0,0.02,0.35,0.065217391,0.128205128,0.034482759,0,0.02,250,30,0,0.02,1,1,7,150,38,1440,1020,11640,1440,39,10,0.2,0.1,0.06,148.9275096
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Nonfat,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.76,0.141818182,0,0,0.08,0.005,0.069565217,0.001282051,0,0,0.1,170,0,0,0,1,4,0.1,160,38,960,720,7920,960,39,0.1,0,0.06,0,149.4384674
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Nonfat,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.8,0.149090909,0.1,0,0.08,0.25,0.073913043,0.102564103,0.034482759,0,0.15,250,30,0,0,1,4,5,170,40,1440,1020,11640,1440,41,8,0.2,0.15,0,149.9494253
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,2%,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.76,0.141818182,0.033333333,0,0.08,0.05,0.073913043,0.025641026,0.017241379,0,0.1,190,10,0,0,1,4,1,170,38,1080,780,8820,1080,39,2,0.1,0.06,0,150.4603831
Moderate,26 Mins,19 Mins,3 Hrs : 30 Mins,26 Mins,2%,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.149090909,0.133333333,0,0.08,0.3,0.073913043,0.128205128,0.051724138,0,0.15,270,40,0,0,1,4,6,170,39,1560,1140,12600,1560,41,10,0.3,0.15,0,150.971341
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Whole,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.76,0.141818182,0.033333333,0,0.06,0.1,0.069565217,0.044871795,0.017241379,0,0.1,200,10,0,0,1,3,2,160,38,1140,840,9300,1140,39,3.5,0.1,0.06,0,151.4822989
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.78,0.149090909,0.133333333,0,0.08,0.35,0.073913043,0.141025641,0.051724138,0,0.1,280,40,0,0,1,4,7,170,39,1620,1140,13020,1620,41,11,0.3,0.15,0,151.9932567
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,Soy,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.7,0.134545455,0,0.035714286,0.06,0.01,0.069565217,0.019230769,0,0,0.1,180,0,1,0.06,1,3,0.2,160,35,1020,720,8400,1020,37,1.5,0,0.04,0,152.5042146
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,Soy,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.74,0.141818182,0.1,0.035714286,0.06,0.25,0.069565217,0.128205128,0.034482759,0,0.15,260,30,1,0.06,1,3,5,160,37,1500,1080,12120,1500,39,10,0.2,0.15,0,153.0151724
Moderate,16 Mins,12 Mins,2 Hrs : 12 Mins,16 Mins,Coconut,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,No Whip,0.72,0.134545455,0,0,0.004,0.1,0.069565217,0.032051282,0,0,0,170,0,0,0,1,0.2,2,160,36,960,720,7920,960,37,2.5,0,0,0,153.5261303
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,Coconut,Vanilla Bean Crème Frappuccino® Blended Crème,Reset Filters,354 mL,Tall,12 fl oz,Frappuccino® Light Blended Coffee,Yes,Whip,0.76,0.141818182,0.1,0,0.02,0.35,0.069565217,0.128205128,0.034482759,0,0.02,250,30,0,0,1,1,7,160,38,1440,1020,11640,1440,39,10,0.2,0.1,0,154.0370881
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,N/A,Caramel Apple Spice,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.98,0.192727273,0,0,0,0,0.006521739,0,0,0,0,210,0,0,0,1,0,0,15,49,1200,840,9780,1200,53,0,0,0,0,154.548046
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,N/A,Caramel Apple Spice,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,1.1,0.214545455,0.083333333,0,0.008,0.225,0.013043478,0.08974359,0.034482759,0,0.02,300,25,0,0,1,0.4,4.5,30,55,1740,1260,13980,1740,59,7,0.2,0.08,0,155.0590038
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Nonfat,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.64,0.134545455,0.016666667,0.107142857,0.22,0.05,0.047826087,0.025641026,0,20,0.3,210,5,3,0.25,1,11,1,110,32,1200,840,9780,1200,37,2,0,0.15,0,155.5699617
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Nonfat,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,0.68,0.145454545,0.1,0.107142857,0.22,0.25,0.05,0.102564103,0.034482759,20,0.3,280,30,3,0.25,1,11,5,115,34,1620,1140,13020,1620,40,8,0.2,0.25,0,156.0809195
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,2%,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.64,0.134545455,0.066666667,0.107142857,0.22,0.225,0.054347826,0.08974359,0.034482759,20,0.3,250,20,3,0.25,1,11,4.5,125,32,1440,1020,11640,1440,37,7,0.2,0.15,0,156.5918774
Moderate,31 Mins,22 Mins,4 Hrs : 8 Mins,31 Mins,2%,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,0.68,0.141818182,0.15,0.107142857,0.22,0.4,0.056521739,0.166666667,0.068965517,20,0.3,320,45,3,0.25,1,11,8,130,34,1860,1320,14880,1860,39,13,0.4,0.2,0.02,157.1028352
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.64,0.134545455,0.083333333,0.107142857,0.2,0.3,0.047826087,0.128205128,0.051724138,20,0.3,280,25,3,0.25,1,10,6,110,32,1620,1140,13020,1620,37,10,0.3,0.1,0,157.6137931
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,Whole,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,0.68,0.141818182,0.166666667,0.107142857,0.22,0.5,0.052173913,0.205128205,0.068965517,20,0.3,350,50,3,0.25,1,11,10,120,34,2040,1440,16320,2040,39,16,0.4,0.2,0,158.124751
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.5,0.116363636,0,0.142857143,0.18,0.075,0.041304348,0.076923077,0,20,0.3,220,0,4,0.4,1,9,1.5,95,25,1260,900,10260,1260,32,6,0,0.1,0,158.6357088
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Soy,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,0.56,0.127272727,0.083333333,0.142857143,0.18,0.25,0.043478261,0.153846154,0.034482759,20,0.3,290,25,4,0.4,1,9,5,100,28,1680,1200,13500,1680,35,12,0.2,0.15,0,159.1466667
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Coconut,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,No Whip,0.56,0.12,0,0.107142857,0.06,0.35,0.047826087,0.102564103,0,20,0.02,210,0,3,0.25,1,3,7,110,28,1200,840,9780,1200,33,8,0,0,0,159.6576245
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Coconut,Hot Chocolate,Reset Filters,354 mL,Tall,12 fl oz,Hot Chocolate & Other,Yes,Whip,0.62,0.130909091,0.083333333,0.107142857,0.06,0.5,0.05,0.179487179,0.034482759,20,0.02,280,25,3,0.25,1,3,10,115,31,1620,1140,13020,1620,36,14,0.2,0.06,0,160.1685824
